Price,ID_Ber,Bed,Bath,m²,ID_Type,ID_Location_Number,Type,Region,Location_,Ber,Region_ID
449950,1,3,1,95,6,13,Terrace,South,Dublin 12,ber/D2,2
425000,1,3,2,81,6,13,Terrace,South,Dublin 12,ber/D2,2
300000,4,2,2,63,3,13,Apartment,South,Dublin 12,ber/C3,2
325000,2,3,3,89,7,70,Duplex,Co. Dublin,Co Dublin - Swords,ber/B3,3
495000,2,3,2,118,7,53,Duplex,North,Dublin 1,ber/B3,1
365000,3,2,3,90,7,27,Duplex,North,Dublin 13,ber/B2,1
400000,14,3,3,106,6,9,Terrace,North,Dublin 15,ber/C1,1
795000,4,3,2,121,4,15,Bungalow,North,Dublin 5,ber/C3,1
585000,14,3,3,101,2,52,Detached,Co. Dublin,Co. Dublin - Portmarnock,ber/C1,3
325000,14,2,1,62,3,10,Apartment,South,Dublin 8,ber/C1,2
585000,2,3,3,90,3,59,Apartment,Co. Dublin,Co Dublin - Blackrock,ber/B3,3
595000,10,4,3,118,2,9,Detached,North,Dublin 15,ber/D1,1
325000,4,2,1,75,8,10,Townhouse,South,Dublin 8,ber/C3,2
1650000,6,4,3,162,1,6,Semi-D,Co. Dublin,Co. Dublin - Monkstown,ber/A2,3
365000,7,2,1,61,3,30,Apartment,North,Dublin 7,ber/C2,1
350000,13,1,1,36,6,8,Terrace,South,Dublin 4,ber/F,2
350000,14,3,3,122,6,41,Terrace,South,Dublin 24,ber/C1,2
245000,8,3,1,98,6,41,Terrace,South,Dublin 24,ber/G,2
450000,10,2,2,74,4,28,Bungalow,North,Dublin 11,ber/D1,1
850000,15,4,2,145,1,78,Semi-D,Co. Dublin,Co. Dublin - Loughlinstown,ber/E2,3
625000,15,5,2,134,6,13,Terrace,South,Dublin 12,ber/E2,2
325000,4,3,3,81,1,9,Semi-D,North,Dublin 15,ber/C3,1
795000,2,5,3,192,2,20,Detached,Co. Dublin,Co. Dublin - Swords,ber/B3,3
595000,7,3,3,119,1,53,Semi-D,North,Dublin 1,ber/C2,1
300000,10,1,1,43,3,7,Apartment,South,Dublin 14,ber/D1,2
485000,2,2,3,80,6,14,Terrace,South,Dublin 18,ber/B3,2
449950,14,3,2,82,6,80,Terrace,Co. Dublin,Co. Dublin - Ballybrack,ber/C1,3
600000,8,3,2,100,2,35,Detached,Co. Dublin,Co. Dublin - Balbriggan,ber/G,3
295000,10,1,1,43,3,14,Apartment,South,Dublin 18,ber/D1,2
510000,6,3,2,112,6,29,Terrace,Co. Dublin,Co. Dublin - Lucan,ber/A2,3
380000,7,2,1,66,3,10,Apartment,South,Dublin 8,ber/C2,2
620000,13,4,2,145,1,15,Semi-D,North,Dublin 5,ber/F,1
325000,9,1,1,49,3,22,Apartment,Co. Dublin,Co. Dublin - Malahide,ber/B1,3
350000,14,2,2,78,6,20,Terrace,Co. Dublin,Co. Dublin - Swords,ber/C1,3
320000,10,2,1,65,3,15,Apartment,North,Dublin 5,ber/D1,1
275000,4,3,1,88,6,28,Terrace,North,Dublin 11,ber/C3,1
400000,14,3,2,88,7,53,Duplex,North,Dublin 1,ber/C1,1
1095000,2,4,3,178,2,14,Detached,South,Dublin 18,ber/B3,2
475000,7,2,2,75,3,1,Apartment,Co. Dublin,Co. Dublin - Stillorgan,ber/C2,3
425000,4,3,2,99,5,10,End of Terrace,South,Dublin 8,ber/C3,2
400000,15,3,1,92,1,27,Semi-D,North,Dublin 13,ber/E2,1
1200000,2,4,3,170,2,14,Detached,South,Dublin 18,ber/B3,2
825000,7,3,2,103,6,21,Terrace,South,Dublin 6,ber/C2,2
1295000,6,4,2,227,2,27,Detached,North,Dublin 13,ber/A2,1
295000,1,2,2,67,3,20,Apartment,Co. Dublin,Co. Dublin - Swords,ber/D2,3
395000,4,3,1,92,1,41,Semi-D,South,Dublin 24,ber/C3,2
355000,2,3,3,90,6,20,Terrace,Co. Dublin,Co. Dublin - Swords,ber/B3,3
525000,4,5,2,146,1,41,Semi-D,South,Dublin 24,ber/C3,2
475000,8,3,1,115,1,13,Semi-D,South,Dublin 12,ber/G,2
235000,14,3,1,76,6,28,Terrace,North,Dublin 11,ber/C1,1
325000,8,2,1,72,6,28,Terrace,North,Dublin 11,ber/G,1
595000,11,3,1,93,6,21,Terrace,South,Dublin 6,ber/E1,2
695000,7,2,1,90,4,15,Bungalow,North,Dublin 5,ber/C2,1
425000,14,2,1,65,3,8,Apartment,South,Dublin 4,ber/C1,2
275000,14,4,1,105,5,49,End of Terrace,South,Dublin 10,ber/C1,2
270000,14,1,1,45,3,14,Apartment,South,Dublin 18,ber/C1,2
874950,7,4,2,126,1,24,Semi-D,Co. Dublin,Co. Dublin - Dalkey,ber/C2,3
295000,4,1,1,42,3,3,Apartment,South,Dublin 2,ber/C3,2
695000,13,4,1,143,2,36,Detached,Co. Dublin,Co. Dublin - Skerries,ber/F,3
850000,12,4,2,155,2,14,Detached,South,Dublin 18,ber/A3,2
435000,11,3,2,103,1,26,Semi-D,North,Dublin 9,ber/E1,1
359000,10,2,1,64,3,8,Apartment,South,Dublin 4,ber/D1,2
725000,13,4,1,113,1,4,Semi-D,Co. Dublin,Co. Dublin - Blackrock,ber/F,3
975000,14,4,4,200,1,14,Semi-D,South,Dublin 18,ber/C1,2
650000,1,3,1,129,1,28,Semi-D,North,Dublin 11,ber/D2,1
1295000,3,5,2,189,1,23,Semi-D,Co. Dublin,Co. Dublin - Glenageary,ber/B2,3
795000,15,4,2,114,2,5,Detached,South,Dublin 16,ber/E2,2
280000,7,2,1,45,3,53,Apartment,North,Dublin 1,ber/C2,1
565000,14,2,1,78,3,8,Apartment,South,Dublin 4,ber/C1,2
1900000,8,6,2,193,2,11,Detached,Co. Dublin,Co. Dublin - Killiney,ber/G,3
410000,2,2,2,73,3,9,Apartment,North,Dublin 15,ber/B3,1
395000,14,2,2,74,3,14,Apartment,South,Dublin 18,ber/C1,2
475000,14,2,2,72,3,8,Apartment,South,Dublin 4,ber/C1,2
395000,2,2,2,72,3,81,Apartment,Co. Dublin,Co Dublin - Cabinteely,ber/B3,3
595000,13,2,1,77,6,68,Terrace,Co. Dublin,Co. Dublin - Dun Laoghaire,ber/F,3
645000,1,3,1,100,6,12,Terrace,North,Dublin 3,ber/D2,1
445000,7,4,3,137,1,35,Semi-D,Co. Dublin,Co. Dublin - Balbriggan,ber/C2,3
395000,1,3,1,77,1,41,Semi-D,South,Dublin 24,ber/D2,2
450000,14,3,2,106,2,35,Detached,Co. Dublin,Co. Dublin - Balbriggan,ber/C1,3
250000,7,1,1,53,3,26,Apartment,North,Dublin 9,ber/C2,1
475000,15,4,2,136,5,13,End of Terrace,South,Dublin 12,ber/E2,2
450000,15,2,2,76,5,30,End of Terrace,North,Dublin 7,ber/E2,1
450000,14,2,1,70,3,6,Apartment,Co. Dublin,Co. Dublin - Monkstown,ber/C1,3
475000,2,3,2,90,6,30,Terrace,North,Dublin 7,ber/B3,1
1250000,2,3,2,167,2,8,Detached,South,Dublin 4,ber/B3,2
650000,12,4,3,134,1,14,Semi-D,South,Dublin 18,ber/A3,2
399950,9,2,2,73,2,13,Detached,South,Dublin 12,ber/B1,2
325000,7,2,2,62,3,53,Apartment,North,Dublin 1,ber/C2,1
725000,2,2,3,1452,2,7,Detached,South,Dublin 14,ber/B3,2
874950,15,4,1,117,1,4,Semi-D,Co. Dublin,Co. Dublin - Blackrock,ber/E2,3
395000,4,3,3,95,1,29,Semi-D,Co. Dublin,Co. Dublin - Lucan,ber/C3,3
875000,7,5,4,163,6,21,Terrace,South,Dublin 6,ber/C2,2
265000,14,3,1,76,6,28,Terrace,North,Dublin 11,ber/C1,1
425000,1,3,1,93,6,37,Terrace,South,Dublin 20,ber/D2,2
490000,7,3,3,142,1,29,Semi-D,Co. Dublin,Co. Dublin - Lucan,ber/C2,3
575000,14,3,2,97,3,4,Apartment,Co. Dublin,Co. Dublin - Blackrock,ber/C1,3
250000,10,2,2,70,3,45,Apartment,South,Dublin 22,ber/D1,2
250000,7,1,1,46,3,12,Apartment,North,Dublin 3,ber/C2,1
495000,11,3,1,101,1,28,Semi-D,North,Dublin 11,ber/E1,1
345000,2,3,2,84,6,40,Terrace,Co. Dublin,Co. Dublin - Rush,ber/B3,3
525000,8,5,2,173,6,26,Terrace,North,Dublin 9,ber/G,1
495000,14,3,2,89,1,15,Semi-D,North,Dublin 5,ber/C1,1
595000,13,3,2,114,6,12,Terrace,North,Dublin 3,ber/F,1
2100000,7,4,2,203,1,8,Semi-D,South,Dublin 4,ber/C2,2
275000,2,2,2,64,3,10,Apartment,South,Dublin 8,ber/B3,2
625000,2,2,3,95,7,21,Duplex,South,Dublin 6,ber/B3,2
399000,10,3,2,74,6,27,Terrace,North,Dublin 13,ber/D1,1
1025000,2,4,4,220,2,58,Detached,Co. Dublin,Co Dublin - Malahide,ber/B3,3
225000,7,2,2,64,3,13,Apartment,South,Dublin 12,ber/C2,2
375000,14,2,2,70,3,5,Apartment,South,Dublin 16,ber/C1,2
240000,14,2,2,68,3,40,Apartment,Co. Dublin,Co. Dublin - Rush,ber/C1,3
2100000,1,4,3,273,2,24,Detached,Co. Dublin,Co. Dublin - Dalkey,ber/D2,3
395000,10,2,1,65,3,15,Apartment,North,Dublin 5,ber/D1,1
550000,1,2,2,94,6,26,Terrace,North,Dublin 9,ber/D2,1
335000,8,2,1,51,5,3,End of Terrace,South,Dublin 2,ber/G,2
580000,12,3,2,95,2,26,Detached,North,Dublin 9,ber/A3,1
450000,7,3,1,93,1,31,Semi-D,Co. Dublin,Co. Dublin - Kinsealy,ber/C2,3
595000,1,3,1,94,1,60,Semi-D,South,Dublin 6W,ber/D2,2
1175000,10,5,3,240,2,12,Detached,North,Dublin 3,ber/D1,1
318000,2,2,2,92,3,43,Apartment,Co. Dublin,Co. Dublin - Citywest,ber/B3,3
520000,12,3,3,105,1,36,Semi-D,Co. Dublin,Co. Dublin - Skerries,ber/A3,3
550000,7,5,3,155,1,27,Semi-D,North,Dublin 13,ber/C2,1
1700000,8,4,2,201,2,7,Detached,South,Dublin 14,ber/G,2
2950000,5,5,5,348,2,7,Detached,South,Dublin 14,ber/SI_666,2
700000,4,3,3,103,3,4,Apartment,Co. Dublin,Co. Dublin - Blackrock,ber/C3,3
425000,8,3,1,88,5,12,End of Terrace,North,Dublin 3,ber/G,1
945000,13,4,1,131,6,26,Terrace,North,Dublin 9,ber/F,1
415000,2,2,2,68,3,12,Apartment,North,Dublin 3,ber/B3,1
1450000,1,4,3,145,1,21,Semi-D,South,Dublin 6,ber/D2,2
370000,1,1,1,48,3,21,Apartment,South,Dublin 6,ber/D2,2
550000,1,2,2,74,5,68,End of Terrace,Co. Dublin,Co. Dublin - Dun Laoghaire,ber/D2,3
1275000,2,5,3,204,2,9,Detached,North,Dublin 15,ber/B3,1
825000,4,5,3,158,2,5,Detached,South,Dublin 16,ber/C3,2
385000,7,3,1,90,6,37,Terrace,South,Dublin 20,ber/C2,2
380000,15,3,2,98,1,26,Semi-D,North,Dublin 9,ber/E2,1
635000,14,2,1,67,3,62,Apartment,Co. Dublin,Co Dublin - Sandycove,ber/C1,3
1050000,12,4,4,312,2,82,Detached,Co. Dublin,Co Dublin - Oldtown,ber/A3,3
298000,7,2,1,56,3,29,Apartment,Co. Dublin,Co. Dublin - Lucan,ber/C2,3
795000,7,4,2,142,1,5,Semi-D,South,Dublin 16,ber/C2,2
495000,1,2,1,65,3,4,Apartment,Co. Dublin,Co. Dublin - Blackrock,ber/D2,3
625000,4,3,1,100,4,68,Bungalow,Co. Dublin,Co. Dublin - Dun Laoghaire,ber/C3,3
795000,1,3,3,116,6,21,Terrace,South,Dublin 6,ber/D2,2
285000,10,1,1,53,3,5,Apartment,South,Dublin 16,ber/D1,2
850000,7,4,3,136,1,7,Semi-D,South,Dublin 14,ber/C2,2
1350000,10,4,2,275,2,27,Detached,North,Dublin 13,ber/D1,1
440000,1,3,1,79,2,12,Detached,North,Dublin 3,ber/D2,1
665000,1,3,1,137,2,15,Detached,North,Dublin 5,ber/D2,1
410000,1,2,1,63,3,6,Apartment,Co. Dublin,Co. Dublin - Monkstown,ber/D2,3
550000,7,4,2,88,8,8,Townhouse,South,Dublin 4,ber/C2,2
395000,1,3,2,77,5,26,End of Terrace,North,Dublin 9,ber/D2,1
325000,3,2,2,75,6,54,Terrace,Co. Dublin,Co. Dublin - Lusk,ber/B2,3
995000,2,4,4,200,5,22,End of Terrace,Co. Dublin,Co. Dublin - Malahide,ber/B3,3
2750000,11,6,3,367,1,12,Semi-D,North,Dublin 3,ber/E1,1
220000,11,1,1,27,3,10,Apartment,South,Dublin 8,ber/E1,2
250000,7,2,2,90,3,46,Apartment,North,Dublin 17,ber/C2,1
375000,10,2,1,60,8,26,Townhouse,North,Dublin 9,ber/D1,1
724950,1,4,2,120,1,68,Semi-D,Co. Dublin,Co. Dublin - Dun Laoghaire,ber/D2,3
635000,14,2,2,90,3,8,Apartment,South,Dublin 4,ber/C1,2
385000,7,4,3,112,1,35,Semi-D,Co. Dublin,Co. Dublin - Balbriggan,ber/C2,3
315000,4,3,1,74,6,45,Terrace,South,Dublin 22,ber/C3,2
399000,1,2,2,67,3,1,Apartment,Co. Dublin,Co. Dublin - Stillorgan,ber/D2,3
2850000,8,4,2,142,2,24,Detached,Co. Dublin,Co. Dublin - Dalkey,ber/G,3
205000,11,2,2,61,3,45,Apartment,South,Dublin 22,ber/E1,2
375000,11,2,2,53,6,7,Terrace,South,Dublin 14,ber/E1,2
300000,10,2,2,68,3,29,Apartment,Co. Dublin,Co. Dublin - Lucan,ber/D1,3
395000,15,2,1,72,6,30,Terrace,North,Dublin 7,ber/E2,1
389000,4,3,3,117,5,29,End of Terrace,Co. Dublin,Co. Dublin - Lucan,ber/C3,3
335000,14,3,3,123,7,43,Duplex,Co. Dublin,Co. Dublin - Citywest,ber/C1,3
295000,3,2,2,73,3,27,Apartment,North,Dublin 13,ber/B2,1
274950,14,2,2,72,3,9,Apartment,North,Dublin 15,ber/C1,1
1200000,2,7,3,340,2,36,Detached,Co. Dublin,Co. Dublin - Skerries,ber/B3,3
180000,4,1,1,50,3,35,Apartment,Co. Dublin,Co. Dublin - Balbriggan,ber/C3,3
485000,11,3,2,103,6,30,Terrace,North,Dublin 7,ber/E1,1
670000,15,1,1,60,2,27,Detached,North,Dublin 13,ber/E2,1
365000,11,3,2,90,1,29,Semi-D,Co. Dublin,Co. Dublin - Lucan,ber/E1,3
625000,11,4,3,126,1,9,Semi-D,North,Dublin 15,ber/E1,1
475000,1,4,1,100,1,33,Semi-D,Co. Dublin,Co. Dublin - Rathcoole,ber/D2,3
625000,4,4,3,108,1,14,Semi-D,South,Dublin 18,ber/C3,2
375000,3,3,3,108,6,28,Terrace,North,Dublin 11,ber/B2,1
430000,13,3,1,87,6,13,Terrace,South,Dublin 12,ber/F,2
570000,6,3,3,122,7,50,Duplex,Co. Dublin,Co. Dublin - Cherrywood,ber/A2,3
695000,15,3,2,130,6,12,Terrace,North,Dublin 3,ber/E2,1
325000,4,2,2,79,6,46,Terrace,North,Dublin 17,ber/C3,1
315000,3,3,3,102,7,28,Duplex,North,Dublin 11,ber/B2,1
395000,10,2,1,87,6,10,Terrace,South,Dublin 8,ber/D1,2
1500000,11,4,3,253,1,21,Semi-D,South,Dublin 6,ber/E1,2
1350000,14,4,2,195,2,14,Detached,South,Dublin 18,ber/C1,2
325000,7,2,2,78,3,9,Apartment,North,Dublin 15,ber/C2,1
345000,14,2,2,82,3,9,Apartment,North,Dublin 15,ber/C1,1
395000,2,2,2,74,3,3,Apartment,South,Dublin 2,ber/B3,2
1595000,6,4,4,186,5,21,End of Terrace,South,Dublin 6,ber/A2,2
475000,14,2,1,65,6,34,Terrace,Co. Dublin,Co Dublin - Dun Laoghaire,ber/C1,3
345000,1,2,1,58,3,53,Apartment,North,Dublin 1,ber/D2,1
1950000,3,4,3,233,2,14,Detached,South,Dublin 18,ber/B2,2
375000,10,2,2,72,3,14,Apartment,South,Dublin 18,ber/D1,2
475000,7,2,2,65,3,4,Apartment,Co. Dublin,Co. Dublin - Blackrock,ber/C2,3
725000,2,2,2,94,3,8,Apartment,South,Dublin 4,ber/B3,2
550000,2,2,2,111,3,68,Apartment,Co. Dublin,Co. Dublin - Dun Laoghaire,ber/B3,3
595000,1,3,3,90,1,14,Semi-D,South,Dublin 18,ber/D2,2
675000,1,3,2,100,6,15,Terrace,North,Dublin 5,ber/D2,1
395000,4,2,1,68,3,10,Apartment,South,Dublin 8,ber/C3,2
260000,7,2,2,70,3,9,Apartment,North,Dublin 15,ber/C2,1
425000,6,3,3,107,1,35,Semi-D,Co. Dublin,Co. Dublin - Balbriggan,ber/A2,3
765000,1,3,1,121,6,8,Terrace,South,Dublin 4,ber/D2,2
375000,4,2,1,84,5,13,End of Terrace,South,Dublin 12,ber/C3,2
650000,2,4,2,122,6,21,Terrace,South,Dublin 6,ber/B3,2
300000,1,1,1,35,6,10,Terrace,South,Dublin 8,ber/D2,2
215000,10,2,1,60,3,41,Apartment,South,Dublin 24,ber/D1,2
549950,7,3,2,90,1,78,Semi-D,Co. Dublin,Co. Dublin - Loughlinstown,ber/C2,3
415000,14,2,1,77,3,68,Apartment,Co. Dublin,Co. Dublin - Dun Laoghaire,ber/C1,3
260000,14,1,1,60,3,20,Apartment,Co. Dublin,Co. Dublin - Swords,ber/C1,3
475000,1,3,1,99,1,15,Semi-D,North,Dublin 5,ber/D2,1
880000,7,3,3,126,1,25,Semi-D,Co. Dublin,Co. Dublin - Sandycove,ber/C2,3
225000,10,2,1,66,3,45,Apartment,South,Dublin 22,ber/D1,2
425000,13,2,1,68,6,13,Terrace,South,Dublin 12,ber/F,2
350000,1,2,1,59,3,53,Apartment,North,Dublin 1,ber/D2,1
775000,12,2,2,68,4,21,Bungalow,South,Dublin 6,ber/A3,2
1250000,5,7,4,320,1,29,Semi-D,Co. Dublin,Co. Dublin - Lucan,ber/SI_666,3
475000,3,3,3,157,1,29,Semi-D,Co. Dublin,Co. Dublin - Lucan,ber/B2,3
345000,8,4,1,89,5,27,End of Terrace,North,Dublin 13,ber/G,1
495000,10,3,2,114,6,26,Terrace,North,Dublin 9,ber/D1,1
795000,4,4,3,117,1,16,Semi-D,Co. Dublin,Co. Dublin - Booterstown,ber/C3,3
2850000,5,4,5,328,6,21,Terrace,South,Dublin 6,ber/SI_666,2
645000,15,4,2,126,1,5,Semi-D,South,Dublin 16,ber/E2,2
265000,15,1,1,46,3,9,Apartment,North,Dublin 15,ber/E2,1
250000,1,2,1,52,4,45,Bungalow,South,Dublin 22,ber/D2,2
275000,11,2,1,58,3,23,Apartment,Co. Dublin,Co. Dublin - Glenageary,ber/E1,3
775000,11,4,3,184,1,7,Semi-D,South,Dublin 14,ber/E1,2
1695000,7,4,3,232,1,8,Semi-D,South,Dublin 4,ber/C2,2
595000,11,4,3,125,1,28,Semi-D,North,Dublin 11,ber/E1,1
295000,4,2,1,53,3,30,Apartment,North,Dublin 7,ber/C3,1
450000,10,2,1,85,3,4,Apartment,Co. Dublin,Co. Dublin - Blackrock,ber/D1,3
625000,11,3,2,105,1,1,Semi-D,Co. Dublin,Co. Dublin - Stillorgan,ber/E1,3
395000,11,3,3,86,1,29,Semi-D,Co. Dublin,Co. Dublin - Lucan,ber/E1,3
450000,4,3,1,100,1,27,Semi-D,North,Dublin 13,ber/C3,1
395000,4,3,3,120,1,13,Semi-D,South,Dublin 12,ber/C3,2
285000,1,3,1,81,6,28,Terrace,North,Dublin 11,ber/D2,1
275000,14,2,1,75,8,28,Townhouse,North,Dublin 11,ber/C1,1
525000,7,2,2,76,3,8,Apartment,South,Dublin 4,ber/C2,2
250000,11,2,1,64,6,12,Terrace,North,Dublin 3,ber/E1,1
490000,2,4,3,125,1,20,Semi-D,Co. Dublin,Co. Dublin - Swords,ber/B3,3
875000,2,3,3,168,2,7,Detached,South,Dublin 14,ber/B3,2
795000,9,4,2,154,2,7,Detached,South,Dublin 14,ber/B1,2
349000,2,2,1,61,3,14,Apartment,South,Dublin 18,ber/B3,2
625000,4,3,2,98,6,30,Terrace,North,Dublin 7,ber/C3,1
560000,7,4,3,120,6,5,Terrace,South,Dublin 16,ber/C2,2
775000,8,4,1,130,1,12,Semi-D,North,Dublin 3,ber/G,1
450000,10,2,1,82,6,27,Terrace,North,Dublin 13,ber/D1,1
540000,12,2,2,82,6,30,Terrace,North,Dublin 7,ber/A3,1
369000,3,3,3,120,7,29,Duplex,Co. Dublin,Co. Dublin - Lucan,ber/B2,3
1950000,1,4,2,168,2,83,Detached,Co. Dublin,Co Dublin - Glenageary,ber/D2,3
545000,14,2,2,74,3,4,Apartment,Co. Dublin,Co. Dublin - Blackrock,ber/C1,3
1150000,4,5,3,160,2,8,Detached,South,Dublin 4,ber/C3,2
1550000,7,3,2,168,5,21,End of Terrace,South,Dublin 6,ber/C2,2
545000,4,3,2,85,1,14,Semi-D,South,Dublin 18,ber/C3,2
1080000,2,3,3,140,1,23,Semi-D,Co. Dublin,Co. Dublin - Glenageary,ber/B3,3
525000,11,2,1,44,1,11,Semi-D,Co. Dublin,Co. Dublin - Killiney,ber/E1,3
575000,3,2,2,78,3,3,Apartment,South,Dublin 2,ber/B2,2
2750000,10,4,4,307,2,24,Detached,Co. Dublin,Co. Dublin - Dalkey,ber/D1,3
820000,4,4,3,139,5,36,End of Terrace,Co. Dublin,Co. Dublin - Skerries,ber/C3,3
195000,10,1,1,40,3,45,Apartment,South,Dublin 22,ber/D1,2
495000,4,2,2,57,6,10,Terrace,South,Dublin 8,ber/C3,2
399000,4,3,3,104,2,73,Detached,Co. Dublin,Co. Dublin - Naul,ber/C3,3
550000,11,3,1,99,1,28,Semi-D,North,Dublin 11,ber/E1,1
340000,2,3,3,97,7,51,Duplex,Co. Dublin,Co. Dublin - Adamstown,ber/B3,3
685000,1,3,1,117,6,1,Terrace,Co. Dublin,Co. Dublin - Stillorgan,ber/D2,3
395000,4,2,1,83,6,26,Terrace,North,Dublin 9,ber/C3,1
520000,7,3,1,82,1,5,Semi-D,South,Dublin 16,ber/C2,2
420000,3,3,2,109,6,31,Terrace,Co. Dublin,Co. Dublin - Kinsealy,ber/B2,3
350000,2,1,1,53,3,22,Apartment,Co. Dublin,Co. Dublin - Malahide,ber/B3,3
1595000,3,4,3,260,2,14,Detached,South,Dublin 18,ber/B2,2
430000,14,3,3,92,5,20,End of Terrace,Co. Dublin,Co. Dublin - Swords,ber/C1,3
225000,14,1,1,44,3,20,Apartment,Co. Dublin,Co. Dublin - Swords,ber/C1,3
260000,4,1,1,47,3,9,Apartment,North,Dublin 15,ber/C3,1
375000,10,1,1,50,1,26,Semi-D,North,Dublin 9,ber/D1,1
975000,11,5,3,223,4,35,Bungalow,Co. Dublin,Co. Dublin - Balbriggan,ber/E1,3
445000,14,3,3,104,1,31,Semi-D,Co. Dublin,Co. Dublin - Kinsealy,ber/C1,3
895000,1,4,1,101,1,84,Semi-D,Co. Dublin,Co Dublin - Booterstown,ber/D2,3
460000,10,3,1,105,1,26,Semi-D,North,Dublin 9,ber/D1,1
379000,2,4,3,126,5,28,End of Terrace,North,Dublin 11,ber/B3,1
315000,15,3,1,59,4,37,Bungalow,South,Dublin 20,ber/E2,2
285000,15,2,1,76,6,49,Terrace,South,Dublin 10,ber/E2,2
295000,1,1,1,40,3,60,Apartment,South,Dublin 6W,ber/D2,2
450000,4,3,1,79,6,13,Terrace,South,Dublin 12,ber/C3,2
575000,1,2,1,101,6,10,Terrace,South,Dublin 8,ber/D2,2
1950000,3,5,4,211,6,21,Terrace,South,Dublin 6,ber/B2,2
375000,7,3,2,115,7,9,Duplex,North,Dublin 15,ber/C2,1
735000,13,4,2,170,1,38,Semi-D,South,Dublin 6w,ber/F,2
249000,13,2,1,80,6,12,Terrace,North,Dublin 3,ber/F,1
585000,11,3,2,119,1,28,Semi-D,North,Dublin 11,ber/E1,1
230000,15,1,1,32,3,12,Apartment,North,Dublin 3,ber/E2,1
475000,4,2,2,113,6,53,Terrace,North,Dublin 1,ber/C3,1
395000,3,3,4,122,6,42,Terrace,Co. Dublin,Co. Dublin - Saggart,ber/B2,3
279000,10,3,1,75,5,41,End of Terrace,South,Dublin 24,ber/D1,2
375000,1,2,2,75,3,14,Apartment,South,Dublin 18,ber/D2,2
1095000,7,3,2,140,2,24,Detached,Co. Dublin,Co. Dublin - Dalkey,ber/C2,3
270000,1,2,1,60,6,49,Terrace,South,Dublin 10,ber/D2,2
240000,10,2,1,56,3,45,Apartment,South,Dublin 22,ber/D1,2
1750000,1,5,3,335,2,14,Detached,South,Dublin 18,ber/D2,2
995000,11,4,4,246,5,68,End of Terrace,Co. Dublin,Co. Dublin - Dun Laoghaire,ber/E1,3
495000,4,3,1,100,5,15,End of Terrace,North,Dublin 5,ber/C3,1
470000,6,3,3,107,6,9,Terrace,North,Dublin 15,ber/A2,1
1250000,10,4,4,213,2,22,Detached,Co. Dublin,Co. Dublin - Malahide,ber/D1,3
550000,4,3,3,106,1,5,Semi-D,South,Dublin 16,ber/C3,2
1195000,6,5,4,304,2,14,Detached,South,Dublin 18,ber/A2,2
2000000,2,3,3,188,5,3,End of Terrace,South,Dublin 2,ber/B3,2
325000,1,2,2,62,3,29,Apartment,Co. Dublin,Co. Dublin - Lucan,ber/D2,3
795000,10,4,1,123,1,85,Semi-D,Co. Dublin,Co. Dublin - Deansgrange,ber/D1,3
545000,4,2,2,87,6,7,Terrace,South,Dublin 14,ber/C3,2
465000,15,2,1,58,6,10,Terrace,South,Dublin 8,ber/E2,2
275000,10,1,1,49,3,10,Apartment,South,Dublin 8,ber/D1,2
410000,3,2,2,70,3,10,Apartment,South,Dublin 8,ber/B2,2
495000,10,3,2,86,2,23,Detached,Co. Dublin,Co. Dublin - Glenageary,ber/D1,3
500000,11,3,1,102,1,5,Semi-D,South,Dublin 16,ber/E1,2
325000,3,3,3,108,7,9,Duplex,North,Dublin 15,ber/B2,1
375000,1,2,1,61,3,53,Apartment,North,Dublin 1,ber/D2,1
1195000,5,5,3,218,6,12,Terrace,North,Dublin 3,ber/SI_666,1
475000,3,2,2,92,3,14,Apartment,South,Dublin 18,ber/B2,2
269500,4,2,2,73,3,35,Apartment,Co. Dublin,Co. Dublin - Balbriggan,ber/C3,3
320000,14,3,1,84,6,41,Terrace,South,Dublin 24,ber/C1,2
795000,2,4,2,154,5,36,End of Terrace,Co. Dublin,Co. Dublin - Skerries,ber/B3,3
645000,7,3,2,110,3,53,Apartment,North,Dublin 1,ber/C2,1
275000,11,2,1,67,3,53,Apartment,North,Dublin 1,ber/E1,1
1695000,4,4,3,171,2,4,Detached,Co. Dublin,Co. Dublin - Blackrock,ber/C3,3
1650000,9,4,5,300,1,4,Semi-D,Co. Dublin,Co. Dublin - Blackrock,ber/B1,3
1295000,2,3,3,175,2,4,Detached,Co. Dublin,Co. Dublin - Blackrock,ber/B3,3
275000,14,3,2,83,5,45,End of Terrace,South,Dublin 22,ber/C1,2
370000,4,3,3,101,5,48,End of Terrace,Co. Dublin,Co. Dublin - Newcastle,ber/C3,3
640000,6,4,4,134,1,44,Semi-D,Co. Dublin,Co. Dublin - Donabate,ber/A2,3
850000,3,4,3,148,2,60,Detached,South,Dublin 6W,ber/B2,2
625000,8,4,4,120,4,10,Bungalow,South,Dublin 8,ber/G,2
395000,4,3,2,90,1,20,Semi-D,Co. Dublin,Co. Dublin - Swords,ber/C3,3
310000,1,2,2,82,3,68,Apartment,Co. Dublin,Co. Dublin - Dun Laoghaire,ber/D2,3
895000,15,5,3,160,1,5,Semi-D,South,Dublin 16,ber/E2,2
1100000,14,3,2,125,3,3,Apartment,South,Dublin 2,ber/C1,2
395000,11,2,2,75,6,30,Terrace,North,Dublin 7,ber/E1,1
