Price,ID_Ber,Bed,Bath,m²,ID_Type,ID_Location_Number,Type,Region,Location_,Ber,Region_ID
295000,7,2,2,79,3,27,Apartment,North,Dublin 13,ber/C2,1
270000,4,1,1,58,3,29,Apartment,Co. Dublin,Co. Dublin - Lucan,ber/C3,3
495000,1,2,2,83,6,12,Terrace,North,Dublin 3,ber/D2,1
795000,8,3,1,113,1,26,Semi-D,North,Dublin 9,ber/G,1
580000,14,3,1,92,3,27,Apartment,North,Dublin 13,ber/C1,1
1200000,13,4,2,204,1,12,Semi-D,North,Dublin 3,ber/F,1
475000,14,2,2,76,8,8,Townhouse,South,Dublin 4,ber/C1,2
900000,3,4,3,225,2,92,Detached,Co. Dublin,Co. Dublin - Glencullen,ber/B2,3
725000,13,4,2,119,1,26,Semi-D,North,Dublin 9,ber/F,1
215000,10,2,2,62,3,45,Apartment,South,Dublin 22,ber/D1,2
255000,14,3,2,83,6,41,Terrace,South,Dublin 24,ber/C1,2
2000000,13,4,4,295,2,7,Detached,South,Dublin 14,ber/F,2
795000,4,3,2,120,1,7,Semi-D,South,Dublin 14,ber/C3,2
659950,1,4,2,108,1,6,Semi-D,Co. Dublin,Co. Dublin - Monkstown,ber/D2,3
495000,11,3,1,95,6,7,Terrace,South,Dublin 14,ber/E1,2
340000,2,2,3,98,6,28,Terrace,North,Dublin 11,ber/B3,1
895000,7,4,5,195,1,68,Semi-D,Co. Dublin,Co. Dublin - Dun Laoghaire,ber/C2,3
319950,14,3,3,122,7,28,Duplex,North,Dublin 11,ber/C1,1
430000,4,3,2,72,3,21,Apartment,South,Dublin 6,ber/C3,2
400000,4,3,3,94,1,43,Semi-D,Co. Dublin,Co. Dublin - Citywest,ber/C3,3
375000,2,3,3,106,7,29,Duplex,Co. Dublin,Co. Dublin - Lucan,ber/B3,3
1750000,15,5,2,309,2,93,Detached,Co. Dublin,Co Dublin - Killiney,ber/E2,3
270000,7,2,2,71,3,9,Apartment,North,Dublin 15,ber/C2,1
1495000,6,4,3,194,2,24,Detached,Co. Dublin,Co. Dublin - Dalkey,ber/A2,3
375000,4,3,2,87,3,10,Apartment,South,Dublin 8,ber/C3,2
595000,10,3,1,106,5,10,End of Terrace,South,Dublin 8,ber/D1,2
1195000,11,4,2,162,1,21,Semi-D,South,Dublin 6,ber/E1,2
1550000,11,5,2,173,1,21,Semi-D,South,Dublin 6,ber/E1,2
2800000,10,5,3,235,2,21,Detached,South,Dublin 6,ber/D1,2
350000,14,3,3,110,5,54,End of Terrace,Co. Dublin,Co. Dublin - Lusk,ber/C1,3
795000,8,3,2,125,1,60,Semi-D,South,Dublin 6W,ber/G,2
1250000,6,5,5,212,6,12,Terrace,North,Dublin 3,ber/A2,1
1950000,10,4,2,202,1,21,Semi-D,South,Dublin 6,ber/D1,2
800000,11,5,2,160,6,10,Terrace,South,Dublin 8,ber/E1,2
425000,8,1,1,42,6,87,Terrace,Co. Dublin,Co Dublin - Howth,ber/G,3
1700000,5,3,3,186,5,62,End of Terrace,Co. Dublin,Co Dublin - Sandycove,ber/SI_666,3
749000,10,3,2,91,6,4,Terrace,Co. Dublin,Co. Dublin - Blackrock,ber/D1,3
735000,1,4,3,110,6,14,Terrace,South,Dublin 18,ber/D2,2
965000,7,4,3,194,1,14,Semi-D,South,Dublin 18,ber/C2,2
375000,10,2,2,58,3,3,Apartment,South,Dublin 2,ber/D1,2
485000,11,2,1,80,6,30,Terrace,North,Dublin 7,ber/E1,1
2250000,3,5,5,306,2,4,Detached,Co. Dublin,Co. Dublin - Blackrock,ber/B2,3
895000,5,4,1,164,6,10,Terrace,South,Dublin 8,ber/SI_666,2
355000,3,2,2,70,3,26,Apartment,North,Dublin 9,ber/B2,1
575000,12,4,3,141,2,54,Detached,Co. Dublin,Co. Dublin - Lusk,ber/A3,3
625000,15,3,2,110,1,7,Semi-D,South,Dublin 14,ber/E2,2
440000,2,2,2,83,3,53,Apartment,North,Dublin 1,ber/B3,1
350000,11,3,1,116,5,46,End of Terrace,North,Dublin 17,ber/E1,1
245000,1,1,1,35,3,30,Apartment,North,Dublin 7,ber/D2,1
650000,1,2,3,75,5,8,End of Terrace,South,Dublin 4,ber/D2,2
1150000,10,4,2,220,1,21,Semi-D,South,Dublin 6,ber/D1,2
325000,7,3,2,92,1,45,Semi-D,South,Dublin 22,ber/C2,2
395000,1,3,1,81,1,27,Semi-D,North,Dublin 13,ber/D2,1
295000,4,3,2,80,1,41,Semi-D,South,Dublin 24,ber/C3,2
299000,15,3,1,85,6,49,Terrace,South,Dublin 10,ber/E2,2
545000,2,4,3,134,6,14,Terrace,South,Dublin 18,ber/B3,2
295000,7,2,2,64,3,26,Apartment,North,Dublin 9,ber/C2,1
645000,4,3,2,85,6,14,Terrace,South,Dublin 18,ber/C3,2
300000,1,1,2,44,3,53,Apartment,North,Dublin 1,ber/D2,1
345000,8,2,1,61,4,45,Bungalow,South,Dublin 22,ber/G,2
800000,10,4,2,150,1,14,Semi-D,South,Dublin 18,ber/D1,2
345000,4,2,1,63,3,10,Apartment,South,Dublin 8,ber/C3,2
700000,14,4,3,124,6,12,Terrace,North,Dublin 3,ber/C1,1
975000,1,4,3,151,1,28,Semi-D,North,Dublin 11,ber/D2,1
475000,1,2,2,96,5,30,End of Terrace,North,Dublin 7,ber/D2,1
1395000,10,4,3,201,6,38,Terrace,South,Dublin 6w,ber/D1,2
645000,3,3,3,104,7,58,Duplex,Co. Dublin,Co Dublin - Malahide,ber/B2,3
385000,12,3,3,111,1,28,Semi-D,North,Dublin 11,ber/A3,1
325000,13,2,1,59,6,13,Terrace,South,Dublin 12,ber/F,2
345000,10,2,1,60,3,30,Apartment,North,Dublin 7,ber/D1,1
1250000,4,4,3,176,6,21,Terrace,South,Dublin 6,ber/C3,2
425000,8,3,1,96,6,30,Terrace,North,Dublin 7,ber/G,1
330000,3,3,3,121,3,43,Apartment,Co. Dublin,Co. Dublin - Citywest,ber/B2,3
950000,2,4,3,155,1,6,Semi-D,Co. Dublin,Co. Dublin - Monkstown,ber/B3,3
395000,4,3,3,112,1,29,Semi-D,Co. Dublin,Co. Dublin - Lucan,ber/C3,3
1200000,12,3,3,193,1,8,Semi-D,South,Dublin 4,ber/A3,2
525000,11,3,1,86,1,68,Semi-D,Co. Dublin,Co. Dublin - Dun Laoghaire,ber/E1,3
1095000,1,4,2,177,2,11,Detached,Co. Dublin,Co. Dublin - Killiney,ber/D2,3
300000,10,1,1,50,3,23,Apartment,Co. Dublin,Co. Dublin - Glenageary,ber/D1,3
335000,6,3,2,83,6,43,Terrace,Co. Dublin,Co. Dublin - Citywest,ber/A2,3
445000,14,2,2,85,8,14,Townhouse,South,Dublin 18,ber/C1,2
430000,1,3,2,100,6,14,Terrace,South,Dublin 18,ber/D2,2
395000,2,3,3,111,6,9,Terrace,North,Dublin 15,ber/B3,1
365000,2,2,2,108,6,40,Terrace,Co. Dublin,Co. Dublin - Rush,ber/B3,3
520000,7,4,3,140,1,15,Semi-D,North,Dublin 5,ber/C2,1
425000,15,2,1,50,3,21,Apartment,South,Dublin 6,ber/E2,2
985000,15,4,2,125,4,2,Bungalow,Co. Dublin,Co. Dublin - Mount Merrion,ber/E2,3
795000,1,4,2,142,1,14,Semi-D,South,Dublin 18,ber/D2,2
335000,4,2,1,61,3,10,Apartment,South,Dublin 8,ber/C3,2
575000,10,2,1,66,6,7,Terrace,South,Dublin 14,ber/D1,2
275000,4,3,2,76,6,45,Terrace,South,Dublin 22,ber/C3,2
265000,1,2,1,61,6,49,Terrace,South,Dublin 10,ber/D2,2
875000,4,3,2,100,7,6,Duplex,Co. Dublin,Co. Dublin - Monkstown,ber/C3,3
1450000,13,5,3,266,2,11,Detached,Co. Dublin,Co. Dublin - Killiney,ber/F,3
995000,5,3,3,171,6,3,Terrace,South,Dublin 2,ber/SI_666,2
395000,15,3,2,85,1,20,Semi-D,Co. Dublin,Co. Dublin - Swords,ber/E2,3
495000,2,1,1,54,3,8,Apartment,South,Dublin 4,ber/B3,2
365000,7,2,1,63,3,8,Apartment,South,Dublin 4,ber/C2,2
975000,11,4,3,141,4,5,Bungalow,South,Dublin 16,ber/E1,2
275000,14,2,2,70,3,28,Apartment,North,Dublin 11,ber/C1,1
625000,4,4,1,106,5,10,End of Terrace,South,Dublin 8,ber/C3,2
975000,3,4,3,130,6,8,Terrace,South,Dublin 4,ber/B2,2
399000,8,4,3,105,1,12,Semi-D,North,Dublin 3,ber/G,1
250000,10,2,1,57,4,45,Bungalow,South,Dublin 22,ber/D1,2
265000,2,2,2,88,3,41,Apartment,South,Dublin 24,ber/B3,2
1475000,7,4,3,232,2,22,Detached,Co. Dublin,Co. Dublin - Malahide,ber/C2,3
295000,7,1,1,48,3,10,Apartment,South,Dublin 8,ber/C2,2
560000,13,3,2,110,1,60,Semi-D,South,Dublin 6W,ber/F,2
345000,2,3,2,102,7,51,Duplex,Co. Dublin,Co. Dublin - Adamstown,ber/B3,3
2950000,9,6,8,434,2,14,Detached,South,Dublin 18,ber/B1,2
585000,14,3,1,84,1,5,Semi-D,South,Dublin 16,ber/C1,2
695000,14,3,1,102,1,68,Semi-D,Co. Dublin,Co. Dublin - Dun Laoghaire,ber/C1,3
645000,14,4,3,108,1,14,Semi-D,South,Dublin 18,ber/C1,2
695000,4,6,3,173,2,20,Detached,Co. Dublin,Co. Dublin - Swords,ber/C3,3
525000,10,3,2,138,1,45,Semi-D,South,Dublin 22,ber/D1,2
345000,10,3,1,102,5,49,End of Terrace,South,Dublin 10,ber/D1,2
1695000,1,4,3,317,2,14,Detached,South,Dublin 18,ber/D2,2
375000,15,2,1,62,3,12,Apartment,North,Dublin 3,ber/E2,1
1600000,13,3,2,144,2,58,Detached,Co. Dublin,Co Dublin - Malahide,ber/F,3
1250000,8,4,2,154,1,8,Semi-D,South,Dublin 4,ber/G,2
950000,11,4,2,176,6,30,Terrace,North,Dublin 7,ber/E1,1
325000,15,1,1,32,3,8,Apartment,South,Dublin 4,ber/E2,2
595000,4,4,2,113,1,30,Semi-D,North,Dublin 7,ber/C3,1
850000,14,4,3,167,2,30,Detached,North,Dublin 7,ber/C1,1
305000,14,1,1,45,3,53,Apartment,North,Dublin 1,ber/C1,1
1450000,2,5,3,388,2,52,Detached,Co. Dublin,Co. Dublin - Portmarnock,ber/B3,3
925000,14,4,3,230,3,14,Apartment,South,Dublin 18,ber/C1,2
875000,1,5,2,155,2,11,Detached,Co. Dublin,Co. Dublin - Killiney,ber/D2,3
1350000,6,5,5,212,5,12,End of Terrace,North,Dublin 3,ber/A2,1
595000,1,2,1,70,4,7,Bungalow,South,Dublin 14,ber/D2,2
1325000,14,4,3,193,4,4,Bungalow,Co. Dublin,Co. Dublin - Blackrock,ber/C1,3
675000,4,3,2,78,1,8,Semi-D,South,Dublin 4,ber/C3,2
625000,4,3,1,100,6,34,Terrace,Co. Dublin,Co Dublin - Dun Laoghaire,ber/C3,3
1345000,7,4,2,218,1,65,Semi-D,Co. Dublin,Co Dublin - Monkstown,ber/C2,3
1050000,2,5,4,243,2,9,Detached,North,Dublin 15,ber/B3,1
315000,1,1,1,37,3,21,Apartment,South,Dublin 6,ber/D2,2
450000,14,2,2,93,3,58,Apartment,Co. Dublin,Co Dublin - Malahide,ber/C1,3
1550000,2,3,3,207,3,94,Apartment,North,Dublin 15,ber/B3,1
895000,2,6,7,203,1,5,Semi-D,South,Dublin 16,ber/B3,2
485000,10,3,2,125,3,10,Apartment,South,Dublin 8,ber/D1,2
695000,7,3,1,90,2,68,Detached,Co. Dublin,Co. Dublin - Dun Laoghaire,ber/C2,3
450000,14,2,2,78,5,13,End of Terrace,South,Dublin 12,ber/C1,2
495000,4,2,2,72,3,7,Apartment,South,Dublin 14,ber/C3,2
395000,4,1,2,66,3,10,Apartment,South,Dublin 8,ber/C3,2
269000,1,2,2,82,6,28,Terrace,North,Dublin 11,ber/D2,1
295000,7,2,2,60,3,20,Apartment,Co. Dublin,Co. Dublin - Swords,ber/C2,3
310000,5,3,3,100,7,43,Duplex,Co. Dublin,Co. Dublin - Citywest,ber/SI_666,3
399000,1,3,1,78,1,20,Semi-D,Co. Dublin,Co. Dublin - Swords,ber/D2,3
575000,10,4,2,129,1,20,Semi-D,Co. Dublin,Co. Dublin - Swords,ber/D1,3
645000,14,4,3,99,1,20,Semi-D,Co. Dublin,Co. Dublin - Swords,ber/C1,3
650000,15,3,1,145,4,20,Bungalow,Co. Dublin,Co. Dublin - Swords,ber/E2,3
250000,13,3,1,68,1,45,Semi-D,South,Dublin 22,ber/F,2
340000,4,4,1,104,5,45,End of Terrace,South,Dublin 22,ber/C3,2
495000,15,3,2,98,1,26,Semi-D,North,Dublin 9,ber/E2,1
650000,4,3,3,102,1,22,Semi-D,Co. Dublin,Co. Dublin - Malahide,ber/C3,3
395000,4,3,3,125,2,41,Detached,South,Dublin 24,ber/C3,2
375000,8,3,1,108,2,33,Detached,Co. Dublin,Co. Dublin - Rathcoole,ber/G,3
349000,3,3,3,102,7,29,Duplex,Co. Dublin,Co. Dublin - Lucan,ber/B2,3
525000,1,3,2,85,6,30,Terrace,North,Dublin 7,ber/D2,1
270000,13,2,1,63,6,49,Terrace,South,Dublin 10,ber/F,2
520000,6,3,3,104,6,5,Terrace,South,Dublin 16,ber/A2,2
590000,3,4,2,144,5,9,End of Terrace,North,Dublin 15,ber/B2,1
595000,4,3,3,100,2,14,Detached,South,Dublin 18,ber/C3,2
315000,14,2,1,56,5,49,End of Terrace,South,Dublin 10,ber/C1,2
475000,2,2,2,90,3,53,Apartment,North,Dublin 1,ber/B3,1
795000,9,4,3,185,1,9,Semi-D,North,Dublin 15,ber/B1,1
450000,14,3,3,94,6,41,Terrace,South,Dublin 24,ber/C1,2
915000,1,3,2,102,6,10,Terrace,South,Dublin 8,ber/D2,2
450000,10,3,1,78,1,15,Semi-D,North,Dublin 5,ber/D1,1
325000,4,1,1,41,3,3,Apartment,South,Dublin 2,ber/C3,2
525000,13,2,1,95,6,26,Terrace,North,Dublin 9,ber/F,1
795000,1,2,1,90,6,10,Terrace,South,Dublin 8,ber/D2,2
450000,14,2,2,95,4,13,Bungalow,South,Dublin 12,ber/C1,2
899000,2,3,2,121,3,21,Apartment,South,Dublin 6,ber/B3,2
340000,8,2,1,54,5,10,End of Terrace,South,Dublin 8,ber/G,2
525000,15,2,1,75,6,12,Terrace,North,Dublin 3,ber/E2,1
395000,10,3,2,99,1,29,Semi-D,Co. Dublin,Co. Dublin - Lucan,ber/D1,3
285000,14,2,2,70,3,41,Apartment,South,Dublin 24,ber/C1,2
410000,14,2,2,68,3,4,Apartment,Co. Dublin,Co. Dublin - Blackrock,ber/C1,3
350000,14,2,1,64,3,3,Apartment,South,Dublin 2,ber/C1,2
1625000,6,2,2,155,3,8,Apartment,South,Dublin 4,ber/A2,2
995000,1,5,3,178,2,22,Detached,Co. Dublin,Co. Dublin - Malahide,ber/D2,3
350000,10,3,2,82,3,10,Apartment,South,Dublin 8,ber/D1,2
250000,10,3,1,77,6,28,Terrace,North,Dublin 11,ber/D1,1
430000,13,3,1,92,1,20,Semi-D,Co. Dublin,Co. Dublin - Swords,ber/F,3
275000,10,3,1,80,5,45,End of Terrace,South,Dublin 22,ber/D1,2
385000,14,2,2,68,3,14,Apartment,South,Dublin 18,ber/C1,2
670000,1,2,1,67,6,10,Terrace,South,Dublin 8,ber/D2,2
695000,11,3,3,150,1,5,Semi-D,South,Dublin 16,ber/E1,2
495000,14,2,2,83,3,10,Apartment,South,Dublin 8,ber/C1,2
685000,6,3,3,112,1,95,Semi-D,Co. Dublin,Co Dublin - Portmarnock,ber/A2,3
350000,4,2,2,77,7,26,Duplex,North,Dublin 9,ber/C3,1
270000,10,3,1,6125,3,26,Apartment,North,Dublin 9,ber/D1,1
710000,3,3,2,90,3,21,Apartment,South,Dublin 6,ber/B2,2
535000,13,3,1,86,6,12,Terrace,North,Dublin 3,ber/F,1
495000,2,3,2,109,1,27,Semi-D,North,Dublin 13,ber/B3,1
299000,14,3,2,105,3,54,Apartment,Co. Dublin,Co. Dublin - Lusk,ber/C1,3
295000,9,2,2,79,3,27,Apartment,North,Dublin 13,ber/B1,1
1795000,15,5,2,320,1,21,Semi-D,South,Dublin 6,ber/E2,2
275000,14,3,2,75,6,45,Terrace,South,Dublin 22,ber/C1,2
595000,4,3,2,176,1,26,Semi-D,North,Dublin 9,ber/C3,1
340000,7,3,4,110,6,42,Terrace,Co. Dublin,Co. Dublin - Saggart,ber/C2,3
279000,14,2,2,94,3,42,Apartment,Co. Dublin,Co. Dublin - Saggart,ber/C1,3
1800000,6,5,5,312,2,27,Detached,North,Dublin 13,ber/A2,1
795000,15,5,1,142,1,12,Semi-D,North,Dublin 3,ber/E2,1
545000,12,2,2,55,6,8,Terrace,South,Dublin 4,ber/A3,2
475000,7,4,3,133,1,45,Semi-D,South,Dublin 22,ber/C2,2
275000,11,3,2,99,6,28,Terrace,North,Dublin 11,ber/E1,1
475000,12,3,3,110,1,9,Semi-D,North,Dublin 15,ber/A3,1
380000,7,1,1,35,3,8,Apartment,South,Dublin 4,ber/C2,2
695000,1,3,2,123,1,5,Semi-D,South,Dublin 16,ber/D2,2
345000,3,2,1,63,3,53,Apartment,North,Dublin 1,ber/B2,1
675000,12,3,3,108,1,95,Semi-D,Co. Dublin,Co Dublin - Portmarnock,ber/A3,3
495000,11,3,1,82,1,26,Semi-D,North,Dublin 9,ber/E1,1
675000,11,4,1,102,1,5,Semi-D,South,Dublin 16,ber/E1,2
550000,11,3,2,69,6,10,Terrace,South,Dublin 8,ber/E1,2
645000,2,4,3,182,2,40,Detached,Co. Dublin,Co. Dublin - Rush,ber/B3,3
795000,11,5,2,166,1,5,Semi-D,South,Dublin 16,ber/E1,2
1100000,10,3,3,154,6,3,Terrace,South,Dublin 2,ber/D1,2
375000,2,2,2,95,3,14,Apartment,South,Dublin 18,ber/B3,2
1100000,11,4,2,146,1,22,Semi-D,Co. Dublin,Co. Dublin - Malahide,ber/E1,3
299000,14,2,2,94,3,29,Apartment,Co. Dublin,Co. Dublin - Lucan,ber/C1,3
580000,13,3,1,90,6,27,Terrace,North,Dublin 13,ber/F,1
395000,10,3,1,82,1,29,Semi-D,Co. Dublin,Co. Dublin - Lucan,ber/D1,3
395000,4,2,1,58,3,53,Apartment,North,Dublin 1,ber/C3,1
275000,13,2,1,62,1,49,Semi-D,South,Dublin 10,ber/F,2
360000,4,2,1,65,3,3,Apartment,South,Dublin 2,ber/C3,2
500000,10,3,1,89,1,9,Semi-D,North,Dublin 15,ber/D1,1
450000,10,2,2,64,3,6,Apartment,Co. Dublin,Co. Dublin - Monkstown,ber/D1,3
275000,1,1,1,55,3,8,Apartment,South,Dublin 4,ber/D2,2
850000,7,4,3,121,2,5,Detached,South,Dublin 16,ber/C2,2
1300000,11,5,1,211,1,26,Semi-D,North,Dublin 9,ber/E1,1
415000,2,2,1,62,3,10,Apartment,South,Dublin 8,ber/B3,2
475000,12,3,3,114,5,20,End of Terrace,Co. Dublin,Co. Dublin - Swords,ber/A3,3
225000,13,2,1,37,3,10,Apartment,South,Dublin 8,ber/F,2
295000,14,1,1,47,3,14,Apartment,South,Dublin 18,ber/C1,2
375000,10,2,2,523,6,10,Terrace,South,Dublin 8,ber/D1,2
595000,1,3,1,101,1,7,Semi-D,South,Dublin 14,ber/D2,2
585000,10,2,1,63,3,8,Apartment,South,Dublin 4,ber/D1,2
1100000,10,3,2,146,1,24,Semi-D,Co. Dublin,Co. Dublin - Dalkey,ber/D1,3
700000,10,5,2,136,5,30,End of Terrace,North,Dublin 7,ber/D1,1
585000,11,3,1,84,1,14,Semi-D,South,Dublin 18,ber/E1,2
450000,1,3,2,92,1,26,Semi-D,North,Dublin 9,ber/D2,1
795000,14,3,1,101,1,16,Semi-D,Co. Dublin,Co. Dublin - Booterstown,ber/C1,3
1550000,4,5,6,203,2,72,Detached,Co. Dublin,Co Dublin - Dalkey,ber/C3,3
425000,4,2,2,64,3,5,Apartment,South,Dublin 16,ber/C3,2
425000,7,4,3,135,5,9,End of Terrace,North,Dublin 15,ber/C2,1
750000,6,4,3,140,6,14,Terrace,South,Dublin 18,ber/A2,2
665000,7,3,2,94,2,93,Detached,Co. Dublin,Co Dublin - Killiney,ber/C2,3
285000,14,2,2,67,3,29,Apartment,Co. Dublin,Co. Dublin - Lucan,ber/C1,3
310000,10,3,1,74,3,10,Apartment,South,Dublin 8,ber/D1,2
395000,14,2,2,68,3,52,Apartment,Co. Dublin,Co. Dublin - Portmarnock,ber/C1,3
274950,7,1,1,41,3,14,Apartment,South,Dublin 18,ber/C2,2
340000,3,2,3,93,7,51,Duplex,Co. Dublin,Co. Dublin - Adamstown,ber/B2,3
460000,11,3,2,96,1,15,Semi-D,North,Dublin 5,ber/E1,1
275000,14,1,1,37,3,53,Apartment,North,Dublin 1,ber/C1,1
490000,1,3,1,118,1,26,Semi-D,North,Dublin 9,ber/D2,1
345000,3,3,3,144,7,43,Duplex,Co. Dublin,Co. Dublin - Citywest,ber/B2,3
855000,13,3,1,134,6,30,Terrace,North,Dublin 7,ber/F,1
750000,4,3,2,109,6,3,Terrace,South,Dublin 2,ber/C3,2
340000,3,3,2,100,7,26,Duplex,North,Dublin 9,ber/B2,1
300000,7,2,2,67,3,20,Apartment,Co. Dublin,Co. Dublin - Swords,ber/C2,3
425000,10,3,2,86,6,26,Terrace,North,Dublin 9,ber/D1,1
565000,11,2,1,80,3,72,Apartment,Co. Dublin,Co Dublin - Dalkey,ber/E1,3
450000,10,2,2,80,3,10,Apartment,South,Dublin 8,ber/D1,2
990000,3,4,3,195,3,3,Apartment,South,Dublin 2,ber/B2,2
495000,4,3,2,94,3,26,Apartment,North,Dublin 9,ber/C3,1
500000,10,2,1,76,3,3,Apartment,South,Dublin 2,ber/D1,2
475000,15,4,1,96,6,7,Terrace,South,Dublin 14,ber/E2,2
650000,13,3,1,130,1,28,Semi-D,North,Dublin 11,ber/F,1
850000,1,3,1,115,1,21,Semi-D,South,Dublin 6,ber/D2,2
1195000,1,4,4,203,1,38,Semi-D,South,Dublin 6w,ber/D2,2
585000,4,3,2,90,6,28,Terrace,North,Dublin 11,ber/C3,1
440000,7,3,2,101,5,27,End of Terrace,North,Dublin 13,ber/C2,1
485000,10,2,2,83,3,4,Apartment,Co. Dublin,Co. Dublin - Blackrock,ber/D1,3
350000,2,1,1,48,3,5,Apartment,South,Dublin 16,ber/B3,2
475000,11,3,2,107,2,27,Detached,North,Dublin 13,ber/E1,1
395000,4,2,2,58,3,53,Apartment,North,Dublin 1,ber/C3,1
574950,1,3,2,85,1,30,Semi-D,North,Dublin 7,ber/D2,1
289950,14,1,1,58,3,14,Apartment,South,Dublin 18,ber/C1,2
365000,8,3,1,75,4,27,Bungalow,North,Dublin 13,ber/G,1
550000,15,3,1,113,5,26,End of Terrace,North,Dublin 9,ber/E2,1
695000,7,3,2,110,6,4,Terrace,Co. Dublin,Co. Dublin - Blackrock,ber/C2,3
395000,1,2,3,90,6,9,Terrace,North,Dublin 15,ber/D2,1
350000,2,2,2,72,3,12,Apartment,North,Dublin 3,ber/B3,1
445000,7,2,1,52,3,25,Apartment,Co. Dublin,Co. Dublin - Sandycove,ber/C2,3
345000,7,3,1,89,6,41,Terrace,South,Dublin 24,ber/C2,2
195000,4,1,1,50,3,28,Apartment,North,Dublin 11,ber/C3,1
325000,4,1,2,67,3,53,Apartment,North,Dublin 1,ber/C3,1
285000,7,2,2,67,3,26,Apartment,North,Dublin 9,ber/C2,1
460000,11,3,1,110,1,26,Semi-D,North,Dublin 9,ber/E1,1
495000,11,3,1,96,6,7,Terrace,South,Dublin 14,ber/E1,2
260000,1,1,1,35,3,53,Apartment,North,Dublin 1,ber/D2,1
495000,1,2,2,65,8,21,Townhouse,South,Dublin 6,ber/D2,2
495000,11,2,1,87,6,26,Terrace,North,Dublin 9,ber/E1,1
625000,14,3,2,92,5,12,End of Terrace,North,Dublin 3,ber/C1,1
350000,1,1,1,37,3,8,Apartment,South,Dublin 4,ber/D2,2
225000,1,1,1,51,3,13,Apartment,South,Dublin 12,ber/D2,2
335000,15,3,1,92,1,15,Semi-D,North,Dublin 5,ber/E2,1
325000,1,1,1,47,3,21,Apartment,South,Dublin 6,ber/D2,2
290000,11,3,1,89,6,41,Terrace,South,Dublin 24,ber/E1,2
525000,10,2,2,78,3,8,Apartment,South,Dublin 4,ber/D1,2
315000,14,3,3,100,7,28,Duplex,North,Dublin 11,ber/C1,1
450000,9,3,2,96,3,9,Apartment,North,Dublin 15,ber/B1,1
495000,7,3,2,95,5,12,End of Terrace,North,Dublin 3,ber/C2,1
875000,1,5,3,156,6,7,Terrace,South,Dublin 14,ber/D2,2
275000,4,2,2,70,6,20,Terrace,Co. Dublin,Co. Dublin - Swords,ber/C3,3
355000,14,2,2,72,3,5,Apartment,South,Dublin 16,ber/C1,2
245000,4,1,1,52,3,26,Apartment,North,Dublin 9,ber/C3,1
500000,15,3,2,115,5,30,End of Terrace,North,Dublin 7,ber/E2,1
750000,10,6,3,106,6,21,Terrace,South,Dublin 6,ber/D1,2
750000,11,4,1,105,2,4,Detached,Co. Dublin,Co. Dublin - Blackrock,ber/E1,3
450000,8,3,1,67,1,21,Semi-D,South,Dublin 6,ber/G,2
455000,7,2,2,70,3,30,Apartment,North,Dublin 7,ber/C2,1
1500000,3,4,3,294,2,37,Detached,South,Dublin 20,ber/B2,2
295000,8,1,1,33,5,10,End of Terrace,South,Dublin 8,ber/G,2
370000,2,2,2,90,3,22,Apartment,Co. Dublin,Co. Dublin - Malahide,ber/B3,3
375000,10,3,2,85,3,9,Apartment,North,Dublin 15,ber/D1,1
1295000,4,5,3,226,2,14,Detached,South,Dublin 18,ber/C3,2
270000,8,2,1,61,6,49,Terrace,South,Dublin 10,ber/G,2
440000,14,3,3,105,1,20,Semi-D,Co. Dublin,Co. Dublin - Swords,ber/C1,3
295000,7,1,1,51,3,52,Apartment,Co. Dublin,Co. Dublin - Portmarnock,ber/C2,3
375000,5,1,1,47,3,3,Apartment,South,Dublin 2,ber/SI_666,2
295000,7,2,2,70,3,26,Apartment,North,Dublin 9,ber/C2,1
750000,14,4,2,173,2,12,Detached,North,Dublin 3,ber/C1,1
299950,4,2,2,79,3,26,Apartment,North,Dublin 9,ber/C3,1
580000,8,3,1,90,1,5,Semi-D,South,Dublin 16,ber/G,2
250000,4,2,2,67,3,28,Apartment,North,Dublin 11,ber/C3,1
595000,3,4,3,140,5,5,End of Terrace,South,Dublin 16,ber/B2,2
640000,1,3,1,106,1,68,Semi-D,Co. Dublin,Co. Dublin - Dun Laoghaire,ber/D2,3
360000,4,3,2,87,5,40,End of Terrace,Co. Dublin,Co. Dublin - Rush,ber/C3,3
335000,1,3,1,85,1,45,Semi-D,South,Dublin 22,ber/D2,2
209000,10,1,1,48,3,41,Apartment,South,Dublin 24,ber/D1,2
470000,12,3,4,139,6,42,Terrace,Co. Dublin,Co. Dublin - Saggart,ber/A3,3
750000,4,4,3,182,6,27,Terrace,North,Dublin 13,ber/C3,1
245000,4,2,2,69,3,41,Apartment,South,Dublin 24,ber/C3,2
320000,1,1,1,36,3,8,Apartment,South,Dublin 4,ber/D2,2
695000,15,3,2,86,6,30,Terrace,North,Dublin 7,ber/E2,1
250000,10,2,2,70,3,9,Apartment,North,Dublin 15,ber/D1,1
350000,14,3,3,141,7,73,Duplex,Co. Dublin,Co. Dublin - Naul,ber/C1,3
325000,13,2,1,60,6,30,Terrace,North,Dublin 7,ber/F,1
950000,15,5,3,152,1,24,Semi-D,Co. Dublin,Co. Dublin - Dalkey,ber/E2,3
259000,10,3,1,77,6,41,Terrace,South,Dublin 24,ber/D1,2
320000,14,2,1,58,3,15,Apartment,North,Dublin 5,ber/C1,1
